strategy,engine_id,n_cycles,health_rmse,health_mae,health_ci_coverage
fixed_parameters,66,147,0.11045026760796942,0.08440866442260765,0.3673469387755102
fixed_parameters,67,71,0.10914637419524177,0.09069020509932091,0.28169014084507044
fixed_parameters,68,187,0.07632103685945972,0.05876069077971967,0.4919786096256685
fixed_parameters,69,54,0.15112441036065183,0.13709244195953593,0.037037037037037035
fixed_parameters,70,152,0.08597690963341284,0.05501949296258396,0.6381578947368421
fixed_parameters,71,68,0.09550269550643083,0.08061921677299623,0.20588235294117646
fixed_parameters,72,131,0.07348191399989581,0.05635611729794793,0.549618320610687
fixed_parameters,73,112,0.06811679781838648,0.04956933469580243,0.6071428571428571
fixed_parameters,74,137,0.09400895162007042,0.06430429025196245,0.5547445255474452
fixed_parameters,75,88,0.09830966738669031,0.0803106039960415,0.3181818181818182
fixed_parameters,76,205,0.06702994714510017,0.053434218923337884,0.5024390243902439
fixed_parameters,77,162,0.07515740387929234,0.057261648553536486,0.5246913580246914
fixed_parameters,78,72,0.06783614176323999,0.051056950880173806,0.5
fixed_parameters,79,101,0.09424358282738296,0.07702732426635414,0.31683168316831684
fixed_parameters,80,133,0.09031001454777622,0.06200946088856608,0.5864661654135338
fixed_parameters,81,213,0.0702843628262565,0.05222700946381276,0.5539906103286385
fixed_parameters,82,162,0.08155455792438435,0.06422391780916119,0.3950617283950617
fixed_parameters,83,73,0.11021452979776594,0.08939657700094356,0.3287671232876712
fixed_parameters,84,172,0.08675546823991685,0.05880491375696948,0.6627906976744186
fixed_parameters,85,34,0.2156838237416834,0.20720685347080897,0.0
fixed_parameters,86,110,0.10946125466409681,0.08184621039622651,0.4090909090909091
fixed_parameters,87,56,0.09995337461464257,0.08698722563063958,0.16071428571428573
fixed_parameters,88,68,0.17015749384189988,0.14804030888850256,0.08823529411764706
fixed_parameters,89,177,0.08540104897757086,0.055744209583663114,0.655367231638418
fixed_parameters,90,146,0.10022127420250415,0.07490101055798973,0.4520547945205479
fixed_parameters,91,234,0.09807487573037621,0.06166997556246527,0.6581196581196581
fixed_parameters,92,150,0.11842135282057503,0.08754676849267647,0.41333333333333333
fixed_parameters,93,244,0.08792113740902975,0.05330468613959187,0.6967213114754098
fixed_parameters,94,133,0.11469782539305705,0.08221770847793461,0.45112781954887216
fixed_parameters,95,89,0.0927245337869262,0.07487430255468272,0.33707865168539325
fixed_parameters,96,97,0.06947123720768383,0.05080062364625965,0.5979381443298969
fixed_parameters,97,134,0.06840208776363212,0.04813382788708691,0.6492537313432836
fixed_parameters,98,121,0.09941244281667562,0.07668828037359551,0.38016528925619836
fixed_parameters,99,97,0.063635584920374,0.046829339219980816,0.6185567010309279
fixed_parameters,100,198,0.06304949335063798,0.046349360879659615,0.6414141414141414
