strategy,engine_id,n_cycles,health_rmse,health_mae,health_ci_coverage
pmmh_pooled,1,233,0.05759263925894712,0.03689654154917187,0.7939914163090128
pmmh_pooled,2,124,0.08201064832902785,0.05189185945593626,0.7016129032258065
pmmh_pooled,3,234,0.07343454375379524,0.04210796519125208,0.782051282051282
pmmh_pooled,4,68,0.10946698240194129,0.08069539224158488,0.4117647058823529
pmmh_pooled,5,138,0.048925235688129065,0.034036307602406654,0.7753623188405797
pmmh_pooled,6,64,0.11043656802849042,0.08285092953451191,0.453125
pmmh_pooled,7,158,0.07386542851023076,0.04456329772468741,0.7658227848101266
pmmh_pooled,8,192,0.066225474261894,0.03964848606691939,0.78125
pmmh_pooled,9,238,0.056498010845815856,0.03288327182064886,0.8529411764705882
pmmh_pooled,10,131,0.07447971376354867,0.046579084861492676,0.7633587786259542
pmmh_pooled,11,103,0.09771330129396584,0.06692299265462022,0.5631067961165048
pmmh_pooled,12,146,0.07498754698759696,0.043524347928369456,0.773972602739726
pmmh_pooled,13,65,0.10991303173392288,0.08511794423800136,0.35384615384615387
pmmh_pooled,14,169,0.06841155572870894,0.03980724887448166,0.8106508875739645
pmmh_pooled,15,112,0.07399446722159118,0.05098512440349027,0.6785714285714286
pmmh_pooled,16,126,0.04556274167124455,0.033260446098281535,0.7936507936507936
pmmh_pooled,17,230,0.05843958483870417,0.03346381705141178,0.8521739130434782
pmmh_pooled,18,244,0.042317699998038694,0.027902965039394004,0.8442622950819673
pmmh_pooled,19,115,0.07982870855125514,0.05213247292027353,0.6695652173913044
pmmh_pooled,20,207,0.06405170676950948,0.03991662566148585,0.7777777777777778
pmmh_pooled,21,263,0.04520760715951583,0.03436147035392567,0.7338403041825095
pmmh_pooled,22,119,0.0768631076628495,0.05029109428030051,0.680672268907563
pmmh_pooled,23,405,0.04428354215232361,0.026283815321774127,0.8938271604938272
pmmh_pooled,24,475,0.04311585849083327,0.02817218418661696,0.8652631578947368
pmmh_pooled,25,169,0.06995533219167335,0.04131885746304121,0.7455621301775148
pmmh_pooled,26,130,0.0742311506895765,0.04764936108249132,0.7153846153846154
pmmh_pooled,27,104,0.11081678044032452,0.07383398743977974,0.5576923076923077
pmmh_pooled,28,70,0.09871273484515555,0.07359093887704773,0.4714285714285714
pmmh_pooled,29,89,0.09224823129904265,0.06254337341784379,0.5955056179775281
pmmh_pooled,30,333,0.037141738813060196,0.025186034700088886,0.8948948948948949
pmmh_pooled,31,152,0.06821024561865997,0.040483291768381245,0.7697368421052632
pmmh_pooled,32,120,0.08716106602958532,0.05631681078498579,0.65
pmmh_pooled,33,180,0.06337913232245444,0.03655622488736723,0.8388888888888889
pmmh_pooled,34,105,0.0873569424119767,0.057492585962319175,0.6571428571428571
pmmh_pooled,35,144,0.0717184780239236,0.04490525158808882,0.7291666666666666
pmmh_pooled,36,90,0.0760216787871858,0.053027827650270074,0.6
pmmh_pooled,37,47,0.12326181918236252,0.10072718071665378,0.2127659574468085
pmmh_pooled,38,133,0.07487534803629481,0.046897579526336775,0.706766917293233
pmmh_pooled,39,310,0.04375127260066879,0.03238343728978553,0.7741935483870968
pmmh_pooled,40,313,0.04445302339194993,0.030131903006056636,0.8178913738019169
pmmh_pooled,41,101,0.07150575823226646,0.04858233569917731,0.6831683168316832
pmmh_pooled,42,87,0.09736512983062692,0.06566818466309482,0.5747126436781609
pmmh_pooled,43,133,0.06292797525231467,0.04130117853691235,0.7443609022556391
pmmh_pooled,44,146,0.07618640287762313,0.04604489479401327,0.726027397260274
pmmh_pooled,45,88,0.08900832645018228,0.0618932268671251,0.5340909090909091
pmmh_pooled,46,180,0.06487455114062843,0.04960204355305347,0.5666666666666667
pmmh_pooled,47,56,0.11553555843988635,0.09042011897513079,0.35714285714285715
pmmh_pooled,48,179,0.07127007108702547,0.04113350782169157,0.7821229050279329
pmmh_pooled,49,211,0.04308298792187814,0.02903744063557338,0.8199052132701422
pmmh_pooled,50,147,0.07630359687610616,0.04547917601691894,0.7482993197278912
pmmh_pooled,51,118,0.0780429350130178,0.04872751954157668,0.7033898305084746
pmmh_pooled,52,38,0.13658560310543189,0.12203110401780727,0.0
pmmh_pooled,53,108,0.08357252822577264,0.05382266409834001,0.6574074074074074
pmmh_pooled,54,50,0.12348648380771779,0.1035011460114833,0.22
pmmh_pooled,55,203,0.06318271997105955,0.036810137414923116,0.7881773399014779
pmmh_pooled,56,162,0.07416911455812013,0.045306194977758854,0.7530864197530864
pmmh_pooled,57,158,0.07337729873712075,0.045044114231689115,0.7341772151898734
pmmh_pooled,58,119,0.07580599970350736,0.04559006324678747,0.7478991596638656
pmmh_pooled,59,149,0.07289331526761156,0.042307042308778804,0.7315436241610739
pmmh_pooled,60,112,0.08894939400583128,0.05612900175055898,0.6339285714285714
pmmh_pooled,61,78,0.08179463653956877,0.05781765483953151,0.5641025641025641
pmmh_pooled,62,224,0.04487067141407113,0.03155111579099547,0.8214285714285714
pmmh_pooled,63,137,0.08488188429408552,0.0526219259875151,0.6788321167883211
pmmh_pooled,64,271,0.04283292283404226,0.03160819563451219,0.7859778597785978
pmmh_pooled,65,79,0.09381402330126898,0.06702583006265792,0.5569620253164557
pmmh_pooled,66,122,0.0823346992496616,0.05107330710031945,0.6967213114754098
pmmh_pooled,67,186,0.06940688953085447,0.04044046703082594,0.7526881720430108
pmmh_pooled,68,188,0.04335271376329571,0.027586220095457397,0.8563829787234043
pmmh_pooled,69,105,0.08364661376619788,0.054432455006317264,0.6761904761904762
pmmh_pooled,70,84,0.09644620195511497,0.06604052069634242,0.5476190476190477
pmmh_pooled,71,367,0.05055979154159041,0.03129826576331699,0.8501362397820164
pmmh_pooled,72,232,0.0470849446762918,0.031624915822745674,0.8103448275862069
pmmh_pooled,73,109,0.08261390663198702,0.05503533456214628,0.6422018348623854
pmmh_pooled,74,68,0.10179339145212613,0.07127605586670994,0.5588235294117647
pmmh_pooled,75,191,0.05141350235333026,0.03669656076510783,0.774869109947644
pmmh_pooled,76,180,0.062002756445880866,0.035939411229341744,0.7944444444444444
pmmh_pooled,77,381,0.041969292824359454,0.025723594269875423,0.889763779527559
pmmh_pooled,78,279,0.051300265097169624,0.034667687626966516,0.7777777777777778
pmmh_pooled,79,170,0.06942868679427935,0.04109821507096391,0.7588235294117647
pmmh_pooled,80,85,0.059194423969384236,0.04441377412486528,0.6470588235294118
pmmh_pooled,81,155,0.07061373418315811,0.052123102432095364,0.6193548387096774
pmmh_pooled,82,194,0.06983798831916374,0.04877856776603211,0.6185567010309279
pmmh_pooled,83,168,0.06943962646350835,0.04168793053243826,0.7678571428571429
pmmh_pooled,84,76,0.0987046812036487,0.07173740159896283,0.4868421052631579
pmmh_pooled,85,118,0.07705709246716287,0.053579840135297076,0.6186440677966102
pmmh_pooled,86,174,0.06933103509006017,0.0384611091921101,0.8218390804597702
pmmh_pooled,87,218,0.05692175805469753,0.03319806197537195,0.8256880733944955
pmmh_pooled,88,41,0.12618271141466988,0.10947738451693649,0.07317073170731707
pmmh_pooled,89,120,0.06465418902993322,0.04633999834302275,0.625
pmmh_pooled,90,206,0.05910380777616141,0.0352742759945884,0.8252427184466019
pmmh_pooled,91,56,0.11562540067089368,0.09032372511729063,0.32142857142857145
pmmh_pooled,92,266,0.05602528004755247,0.03876668466909381,0.7180451127819549
pmmh_pooled,93,158,0.06422385778853959,0.04225419391458828,0.7468354430379747
pmmh_pooled,94,333,0.05365378698383799,0.034829402984642543,0.7747747747747747
pmmh_pooled,95,213,0.05929985000162019,0.034761346135025496,0.784037558685446
pmmh_pooled,96,358,0.06132707503215854,0.033245615951394976,0.8491620111731844
pmmh_pooled,97,95,0.08173454243452105,0.05388917301427135,0.6526315789473685
pmmh_pooled,98,182,0.07117538707196149,0.03975168954879148,0.7692307692307693
pmmh_pooled,99,289,0.051404838823806406,0.03553873376607908,0.754325259515571
pmmh_pooled,100,247,0.047936562818029334,0.03408050932765608,0.757085020242915
