strategy,fleet_rmse,fleet_mae,fleet_mape,mean_trajectory_rmse,median_trajectory_rmse,ci_coverage,phm08_total,n_engines
one_shot,44.34985907531161,35.53,0.6267606235855289,77.89478958094608,71.89786103542198,0.75,358198.0174101522,100
periodic,47.28213193162931,39.03,0.7468013001117412,84.35561407291482,78.78379290360682,0.7,359992.6403380871,100
