strategy,mean_trajectory_rmse,median_trajectory_rmse,mean_trajectory_mae,median_trajectory_mae,pooled_rmse,pooled_mae,ci_coverage,n_engines,n_cycles_total
one_shot,0.09300323731643204,0.08819217311200876,0.06946756554983322,0.05672699285039423,0.08795712606900212,0.05921200003953109,0.6295815516188149,100,13096
periodic,0.09312147337627731,0.08818183078852398,0.0696281200866419,0.0574631403224007,0.08805987062769839,0.059429320174350146,0.6245418448381185,100,13096
